Date,TIME,YYYY,MM,DD,HH,MIN,DOW,SEVERITY,ACCIDENT_T,ACCIDENT_D,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,RENDER,Location 1
04/21/2013 12:00:00 AM,17:11,2013,4,21,17,11,6,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.417440999999997, -2.5897136000000001)"
05/04/2013 12:00:00 AM,12:40,2013,5,4,12,40,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.461691999999999, -2.5855195000000002)"
04/26/2013 12:00:00 AM,07:10,2013,4,26,7,10,4,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.449357999999997, -2.5884988)"
04/26/2013 12:00:00 AM,13:31,2013,4,26,13,31,4,Serious Injury,E,Elderly Pedestrian Injury,1,1,1,0,1,0,1,E,"(51.470210000000002, -2.5937340999999998)"
04/25/2013 12:00:00 AM,18:40,2013,4,25,18,40,3,Serious Injury,C,Child Pedestrian Injury,1,4,4,0,0,2,0,C,"(51.454602999999999, -2.5603579000000001)"
04/30/2013 12:00:00 AM,15:10,2013,4,30,15,10,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.469957999999998, -2.5757346999999999)"
04/27/2013 12:00:00 AM,12:48,2013,4,27,12,48,5,Slight Injury,NT,Nose to Tail Collision,3,2,0,0,0,0,0,CARS,"(51.416362999999997, -2.5601056999999998)"
04/02/2013 12:00:00 AM,16:25,2013,4,2,16,25,1,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.48357, -2.5869374999999999)"
04/30/2013 12:00:00 AM,08:00,2013,4,30,8,0,1,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.485239, -2.6156183)"
04/15/2013 12:00:00 AM,21:05,2013,4,15,21,5,0,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.456254999999999, -2.6061176000000001)"
03/04/2013 12:00:00 AM,17:56,2013,3,4,17,56,0,Slight Injury,J1,Turning movement from major road,3,1,0,0,1,0,0,MCYC,"(51.442340000000002, -2.5638192000000002)"
03/11/2013 12:00:00 AM,17:07,2013,3,11,17,7,0,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.431750999999998, -2.5905021000000001)"
01/11/2013 12:00:00 AM,07:40,2013,1,11,7,40,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.444996000000003, -2.5592906000000002)"
03/07/2013 12:00:00 AM,09:20,2013,3,7,9,20,3,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.434496000000003, -2.6146191999999999)"
02/02/2013 12:00:00 AM,15:43,2013,2,2,15,43,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.437393, -2.5843598000000001)"
03/14/2013 12:00:00 AM,13:36,2013,3,14,13,36,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,1,CARS,"(51.450200000000002, -2.5856745999999999)"
03/06/2013 12:00:00 AM,23:52,2013,3,6,23,52,2,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,0,0,CARS,"(51.452812999999999, -2.6005313000000001)"
03/13/2013 12:00:00 AM,20:10,2013,3,13,20,10,2,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.490377000000002, -2.6167245000000001)"
03/15/2013 12:00:00 AM,17:55,2013,3,15,17,55,4,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.451686000000002, -2.5593579000000002)"
03/16/2013 12:00:00 AM,11:20,2013,3,16,11,20,5,Slight Injury,NONE,Other,2,1,0,0,1,0,0,MCYC,"(51.431553000000001, -2.5462232)"
03/18/2013 12:00:00 AM,08:45,2013,3,18,8,45,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.472456000000001, -2.5517941)"
03/11/2013 12:00:00 AM,09:15,2013,3,11,9,15,0,Slight Injury,NONE,Other,1,1,0,0,0,0,0,CARS,"(51.459207999999997, -2.5840771999999999)"
03/06/2013 12:00:00 AM,08:50,2013,3,6,8,50,2,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.479018000000003, -2.5229012000000002)"
02/22/2013 12:00:00 AM,00:35,2013,2,22,0,35,4,Slight Injury,J2,Turning movement from minor road,3,1,0,0,0,0,0,CARS,"(51.427343999999998, -2.5835124)"
03/15/2013 12:00:00 AM,16:55,2013,3,15,16,55,4,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.457591000000001, -2.5765145999999999)"
03/15/2013 12:00:00 AM,20:05,2013,3,15,20,5,4,Slight Injury,LC,Loss Of Control,2,2,0,0,0,0,0,CARS,"(51.509577999999998, -2.6589006999999998)"
03/14/2013 12:00:00 AM,16:20,2013,3,14,16,20,3,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.479225, -2.6068254)"
03/12/2013 12:00:00 AM,07:30,2013,3,12,7,30,1,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,1,0,0,MCYC,"(51.442489000000002, -2.5417063)"
03/20/2013 12:00:00 AM,19:24,2013,3,20,19,24,2,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.453249, -2.5978314)"
03/14/2013 12:00:00 AM,23:40,2013,3,14,23,40,3,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.462828999999999, -2.589982)"
03/18/2013 12:00:00 AM,15:20,2013,3,18,15,20,0,Slight Injury,J,Turning movement with unidentified Priority,3,1,0,2,0,0,0,CYC,"(51.468907999999999, -2.5772618999999999)"
03/16/2013 12:00:00 AM,12:39,2013,3,16,12,39,5,Slight Injury,J1,Turning movement from major road,3,1,0,0,0,0,0,CARS,"(51.431958000000002, -2.5649715)"
03/18/2013 12:00:00 AM,08:20,2013,3,18,8,20,0,Slight Injury,NONE,Other,1,1,0,0,0,0,0,CARS,"(51.413393999999997, -2.5604144999999998)"
06/26/2013 12:00:00 AM,14:10,2013,6,26,14,10,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.505597000000002, -2.5944967000000001)"
06/29/2013 12:00:00 AM,19:20,2013,6,29,19,20,5,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.430968999999997, -2.6046033)"
06/26/2013 12:00:00 AM,23:41,2013,6,26,23,41,2,Slight Injury,J,Turning movement with unidentified Priority,3,1,0,0,0,0,0,CARS,"(51.427683999999999, -2.5638543999999999)"
06/27/2013 12:00:00 AM,14:00,2013,6,27,14,0,3,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.4908, -2.5629189999999999)"
06/27/2013 12:00:00 AM,19:05,2013,6,27,19,5,3,Slight Injury,O,Overtaking,2,1,0,0,1,0,0,MCYC,"(51.511040999999999, -2.6859690999999999)"
07/02/2013 12:00:00 AM,11:10,2013,7,2,11,10,1,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.456209999999999, -2.5885436999999998)"
07/02/2013 12:00:00 AM,08:00,2013,7,2,8,0,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,1,0,CYC,"(51.485332999999997, -2.5795433000000001)"
07/01/2013 12:00:00 AM,08:44,2013,7,1,8,44,0,Slight Injury,NT,Nose to Tail Collision,3,3,0,0,0,0,0,CARS,"(51.433300000000003, -2.6111650000000002)"
06/29/2013 12:00:00 AM,17:59,2013,6,29,17,59,5,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.466079999999998, -2.620298)"
06/21/2013 12:00:00 AM,13:45,2013,6,21,13,45,4,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.433666000000002, -2.6082353)"
06/19/2013 12:00:00 AM,08:10,2013,6,19,8,10,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.465735000000002, -2.6106771000000002)"
06/29/2013 12:00:00 AM,13:32,2013,6,29,13,32,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.454099999999997, -2.5695625)"
07/04/2013 12:00:00 AM,19:30,2013,7,4,19,30,3,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.469880000000003, -2.5235164999999999)"
07/06/2013 12:00:00 AM,14:00,2013,7,6,14,0,5,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.481127999999998, -2.5880581)"
07/01/2013 12:00:00 AM,09:00,2013,7,1,9,0,0,Slight Injury,HO,Head On Collision,2,1,0,1,0,0,0,CYC,"(51.461849999999998, -2.5915240000000002)"
07/06/2013 12:00:00 AM,16:10,2013,7,6,16,10,5,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.487873, -2.6745312999999999)"
07/03/2013 12:00:00 AM,08:30,2013,7,3,8,30,2,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.460082, -2.5446062999999999)"
07/09/2013 12:00:00 AM,07:35,2013,7,9,7,35,1,Slight Injury,J,Turning movement with unidentified Priority,3,1,0,1,0,0,0,CYC,"(51.431742, -2.5461391)"
07/08/2013 12:00:00 AM,09:40,2013,7,8,9,40,0,Serious Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.496752000000001, -2.6200085999999998)"
06/28/2013 12:00:00 AM,16:00,2013,6,28,16,0,4,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.450600000000001, -2.5900690000000002)"
07/09/2013 12:00:00 AM,08:45,2013,7,9,8,45,1,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,1,CARS,"(51.473160999999998, -2.5433655000000002)"
07/09/2013 12:00:00 AM,17:40,2013,7,9,17,40,1,Slight Injury,J2,Turning movement from minor road,3,1,0,1,0,0,0,CYC,"(51.446263999999999, -2.6046471000000002)"
07/15/2013 12:00:00 AM,10:50,2013,7,15,10,50,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.497661000000001, -2.6907380999999999)"
07/17/2013 12:00:00 AM,08:20,2013,7,17,8,20,2,Slight Injury,NT,Nose to Tail Collision,2,1,0,1,0,0,0,CYC,"(51.464492999999997, -2.5898162999999998)"
06/30/2013 12:00:00 AM,08:25,2013,6,30,8,25,6,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,0,0,CARS,"(51.478746000000001, -2.5332658000000001)"
07/07/2013 12:00:00 AM,13:00,2013,7,7,13,0,6,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.441127999999999, -2.6032267999999998)"
07/08/2013 12:00:00 AM,12:40,2013,7,8,12,40,0,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,0,2,CARS,"(51.472988999999998, -2.5259852999999999)"
07/09/2013 12:00:00 AM,17:20,2013,7,9,17,20,1,Serious Injury,O,Overtaking,1,1,0,0,0,0,0,CARS,"(51.507978000000001, -2.6242242999999998)"
07/14/2013 12:00:00 AM,18:55,2013,7,14,18,55,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.459865999999998, -2.5746145)"
07/18/2013 12:00:00 AM,12:50,2013,7,18,12,50,3,Serious Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.457635000000003, -2.5928512000000001)"
07/13/2013 12:00:00 AM,12:35,2013,7,13,12,35,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.459387, -2.5509312)"
07/11/2013 12:00:00 AM,07:07,2013,7,11,7,7,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,1,0,0,MCYC,"(51.42163, -2.6296623000000001)"
07/12/2013 12:00:00 AM,15:25,2013,7,12,15,25,4,Slight Injury,C,Child Pedestrian Injury,1,2,2,0,0,1,0,C,"(51.487302999999997, -2.6061836999999999)"
07/10/2013 12:00:00 AM,19:35,2013,7,10,19,35,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.453780999999999, -2.6251107999999999)"
07/05/2013 12:00:00 AM,12:25,2013,7,5,12,25,4,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.432591000000002, -2.5734233999999998)"
07/19/2013 12:00:00 AM,13:08,2013,7,19,13,8,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.461652000000001, -2.5808841)"
07/20/2013 12:00:00 AM,16:15,2013,7,20,16,15,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.460079, -2.5825338000000002)"
07/22/2013 12:00:00 AM,10:45,2013,7,22,10,45,0,Slight Injury,NT,Nose to Tail Collision,2,1,0,1,0,0,0,CYC,"(51.463906000000001, -2.5703756000000002)"
07/10/2013 12:00:00 AM,10:30,2013,7,10,10,30,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.45955, -2.5840239999999999)"
07/16/2013 12:00:00 AM,16:30,2013,7,16,16,30,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.440072000000001, -2.5952709999999999)"
07/08/2013 12:00:00 AM,12:10,2013,7,8,12,10,0,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.497222000000001, -2.5755165)"
07/17/2013 12:00:00 AM,17:10,2013,7,17,17,10,2,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.531359999999999, -2.6676055000000001)"
06/27/2013 12:00:00 AM,07:20,2013,6,27,7,20,3,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.493147999999998, -2.5847847000000002)"
07/15/2013 12:00:00 AM,10:45,2013,7,15,10,45,0,Serious Injury,NONE,Other,2,1,0,0,0,0,1,CARS,"(51.481847999999999, -2.6090778999999999)"
07/19/2013 12:00:00 AM,17:19,2013,7,19,17,19,4,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.424681999999997, -2.6221247000000001)"
07/05/2013 12:00:00 AM,11:58,2013,7,5,11,58,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.470216000000001, -2.6170716000000001)"
07/04/2013 12:00:00 AM,16:20,2013,7,4,16,20,3,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.457825999999997, -2.5925082000000002)"
07/04/2013 12:00:00 AM,17:00,2013,7,4,17,0,3,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.476488000000003, -2.5988264000000001)"
06/28/2013 12:00:00 AM,06:30,2013,6,28,6,30,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.530991999999998, -2.6660143999999999)"
06/19/2013 12:00:00 AM,10:35,2013,6,19,10,35,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.459632999999997, -2.5519704999999999)"
07/10/2013 12:00:00 AM,11:55,2013,7,10,11,55,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.481073000000002, -2.5810157)"
07/10/2013 12:00:00 AM,20:40,2013,7,10,20,40,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.459485000000001, -2.5530482000000001)"
06/18/2013 12:00:00 AM,17:08,2013,6,18,17,8,1,Serious Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.453144999999999, -2.5316865000000002)"
06/25/2013 12:00:00 AM,10:50,2013,6,25,10,50,1,Slight Injury,NT,Nose to Tail Collision,3,2,0,0,0,0,0,CARS,"(51.453820999999998, -2.5696021999999998)"
07/08/2013 12:00:00 AM,09:30,2013,7,8,9,30,0,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.456721999999999, -2.6079949)"
07/15/2013 12:00:00 AM,08:30,2013,7,15,8,30,0,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.464337, -2.5669260999999999)"
07/15/2013 12:00:00 AM,10:00,2013,7,15,10,0,0,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.457979999999999, -2.6115667)"
05/03/2013 12:00:00 AM,15:30,2013,5,3,15,30,4,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,1,CYC,"(51.505099000000001, -2.6543551999999999)"
07/08/2013 12:00:00 AM,10:50,2013,7,8,10,50,0,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.457957, -2.6090764000000002)"
07/08/2013 12:00:00 AM,13:30,2013,7,8,13,30,0,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.449942, -2.5974716)"
07/01/2013 12:00:00 AM,16:50,2013,7,1,16,50,0,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,1,0,1,MCYC,"(51.479272000000002, -2.6168195000000001)"
07/08/2013 12:00:00 AM,22:00,2013,7,8,22,0,0,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.469622000000001, -2.5208358)"
07/04/2013 12:00:00 AM,10:35,2013,7,4,10,35,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.450468999999998, -2.6087033000000002)"
07/16/2013 12:00:00 AM,15:40,2013,7,16,15,40,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,1,0,CYC,"(51.499851, -2.6664534)"
07/04/2013 12:00:00 AM,17:21,2013,7,4,17,21,3,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.447834999999998, -2.6223242999999998)"
07/12/2013 12:00:00 AM,18:20,2013,7,12,18,20,4,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.465986999999998, -2.5806368000000002)"
07/09/2013 12:00:00 AM,12:40,2013,7,9,12,40,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,1,0,CYC,"(51.416497999999997, -2.5964314000000002)"
05/16/2013 12:00:00 AM,19:30,2013,5,16,19,30,3,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.436397999999997, -2.5671987000000001)"
05/18/2013 12:00:00 AM,02:35,2013,5,18,2,35,5,Slight Injury,NONE,Other,1,1,0,0,0,0,0,CARS,"(51.421666000000002, -2.6295334000000001)"
05/22/2013 12:00:00 AM,16:20,2013,5,22,16,20,2,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.440717999999997, -2.5810786999999999)"
05/09/2013 12:00:00 AM,11:10,2013,5,9,11,10,3,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.496600000000001, -2.6198337)"
05/19/2013 12:00:00 AM,17:00,2013,5,19,17,0,6,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.426169000000002, -2.5867192999999999)"
05/17/2013 12:00:00 AM,20:15,2013,5,17,20,15,4,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.452843999999999, -2.5483769999999999)"
05/22/2013 12:00:00 AM,08:41,2013,5,22,8,41,2,Serious Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.457382000000003, -2.6294347)"
05/23/2013 12:00:00 AM,08:53,2013,5,23,8,53,3,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,1,0,CYC,"(51.486716999999999, -2.6739381999999998)"
05/08/2013 12:00:00 AM,08:30,2013,5,8,8,30,2,Slight Injury,C,Child Pedestrian Injury,1,1,1,1,0,1,0,C,"(51.448770000000003, -2.5838719999999999)"
04/25/2013 12:00:00 AM,12:00,2013,4,25,12,0,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.466194000000002, -2.5896366999999998)"
05/13/2013 12:00:00 AM,17:10,2013,5,13,17,10,0,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.461323, -2.5386907000000001)"
05/15/2013 12:00:00 AM,17:18,2013,5,15,17,18,2,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.488990000000001, -2.6926667000000002)"
05/23/2013 12:00:00 AM,08:45,2013,5,23,8,45,3,Slight Injury,J2,Turning movement from minor road,4,1,0,0,0,0,1,CARS,"(51.449302000000003, -2.5499751000000002)"
05/24/2013 12:00:00 AM,08:45,2013,5,24,8,45,4,Serious Injury,J1,Turning movement from major road,2,2,0,0,1,0,0,MCYC,"(51.457877000000003, -2.5639675)"
05/30/2013 12:00:00 AM,08:50,2013,5,30,8,50,3,Slight Injury,LC,Loss Of Control,3,1,0,0,0,0,0,CARS,"(51.473123000000001, -2.5118049999999998)"
05/26/2013 12:00:00 AM,22:50,2013,5,26,22,50,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.456291, -2.6061613000000001)"
05/24/2013 12:00:00 AM,15:00,2013,5,24,15,0,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.505940000000002, -2.6661964)"
05/31/2013 12:00:00 AM,10:58,2013,5,31,10,58,4,Slight Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.405230000000003, -2.6055144000000001)"
04/20/2013 12:00:00 AM,15:15,2013,4,20,15,15,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.468992, -2.5929264000000001)"
05/23/2013 12:00:00 AM,07:55,2013,5,23,7,55,3,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.471285000000002, -2.5636865000000002)"
06/02/2013 12:00:00 AM,08:25,2013,6,2,8,25,6,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.509349, -2.6200931999999999)"
06/09/2013 12:00:00 AM,07:50,2013,6,9,7,50,6,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.450003000000002, -2.5854993999999998)"
06/07/2013 12:00:00 AM,16:00,2013,6,7,16,0,4,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.435071999999998, -2.5472578000000001)"
05/16/2013 12:00:00 AM,20:35,2013,5,16,20,35,3,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,0,CARS,"(51.430072000000003, -2.5773619000000001)"
05/04/2013 12:00:00 AM,17:15,2013,5,4,17,15,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.453304000000003, -2.5976881999999999)"
06/03/2013 12:00:00 AM,17:30,2013,6,3,17,30,0,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.459546000000003, -2.6008931999999998)"
06/06/2013 12:00:00 AM,14:24,2013,6,6,14,24,3,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.453316000000001, -2.5971559000000002)"
06/06/2013 12:00:00 AM,23:30,2013,6,6,23,30,3,Serious Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.459327999999999, -2.6270578000000002)"
05/20/2013 12:00:00 AM,15:37,2013,5,20,15,37,0,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.461084, -2.5397243)"
06/07/2013 12:00:00 AM,10:10,2013,6,7,10,10,4,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.442551999999999, -2.6282236000000001)"
06/09/2013 12:00:00 AM,00:45,2013,6,9,0,45,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.457804000000003, -2.5471843000000001)"
06/06/2013 12:00:00 AM,12:39,2013,6,6,12,39,3,Serious Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.446063000000002, -2.5911903999999999)"
06/04/2013 12:00:00 AM,07:30,2013,6,4,7,30,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,1,0,0,CYC,"(51.441958999999997, -2.5608073999999998)"
06/08/2013 12:00:00 AM,14:15,2013,6,8,14,15,5,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,1,0,CARS,"(51.433984000000002, -2.5663632000000001)"
06/06/2013 12:00:00 AM,18:50,2013,6,6,18,50,3,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.462344999999999, -2.5860316999999999)"
06/07/2013 12:00:00 AM,19:05,2013,6,7,19,5,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,1,CARS,"(51.421632000000002, -2.6292740999999999)"
05/16/2013 12:00:00 AM,12:04,2013,5,16,12,4,3,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.458019, -2.5625011)"
05/30/2013 12:00:00 AM,09:00,2013,5,30,9,0,3,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.500182000000002, -2.6243050000000001)"
06/10/2013 12:00:00 AM,09:30,2013,6,10,9,30,0,Slight Injury,HO,Head On Collision,2,1,0,0,0,0,0,CARS,"(51.478544999999997, -2.5885720999999999)"
05/31/2013 12:00:00 AM,16:40,2013,5,31,16,40,4,Serious Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.405562000000003, -2.6211318000000001)"
06/13/2013 12:00:00 AM,18:20,2013,6,13,18,20,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.443857999999999, -2.6228313000000001)"
05/26/2013 12:00:00 AM,19:30,2013,5,26,19,30,6,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.440548999999997, -2.5373958999999999)"
06/03/2013 12:00:00 AM,19:35,2013,6,3,19,35,0,Slight Injury,J2,Turning movement from minor road,2,4,0,0,0,3,0,CARS,"(51.502043999999998, -2.5965826000000001)"
06/03/2013 12:00:00 AM,19:00,2013,6,3,19,0,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.452857000000002, -2.6023596000000002)"
06/07/2013 12:00:00 AM,14:58,2013,6,7,14,58,4,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.459015999999998, -2.5954742999999998)"
06/06/2013 12:00:00 AM,19:30,2013,6,6,19,30,3,Serious Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.459288999999998, -2.5804654)"
06/08/2013 12:00:00 AM,18:18,2013,6,8,18,18,5,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.475045000000001, -2.5613716000000002)"
06/01/2013 12:00:00 AM,18:20,2013,6,1,18,20,5,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.475009, -2.5443666)"
06/07/2013 12:00:00 AM,15:05,2013,6,7,15,5,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.469119999999997, -2.5977942000000001)"
06/04/2013 12:00:00 AM,16:15,2013,6,4,16,15,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.463355, -2.5522312999999999)"
